time,MSRD,error,N
0.0,0.0,0.0,46.0
1.0,0.07244640766939131,0.006916293822901169,46.0
2.0,0.14790996817365223,0.01807529467404613,46.0
3.0,0.1879726488773913,0.021096680749084443,46.0
4.0,0.24336845283923908,0.0328928143278342,46.0
5.0,0.30720671863613047,0.04365139272740877,46.0
6.0,0.3812488722560435,0.04688798273674266,46.0
7.0,0.423343012864,0.05309743445047613,46.0
8.0,0.4977073898194565,0.06383937313497412,46.0
9.0,0.5014224059258914,0.0569736617987137,46.0
10.0,0.5373553115013696,0.06542462837138636,46.0
11.0,0.6256240574025435,0.07547722896105893,46.0
12.0,0.6096388410708479,0.08733660881099668,46.0
13.0,0.6014613247707825,0.08392417505962428,46.0
14.0,0.6607289055584785,0.0887609717199362,46.0
15.0,0.7180123124519782,0.08313640993891629,46.0
16.0,0.7621242049224135,0.0929280292866816,46.0
17.0,0.7730055595907175,0.09445228622896897,46.0
18.0,0.8904836917329128,0.11685077340845824,46.0
19.0,0.9545964105635655,0.11282095967263399,46.0
20.0,0.9442284922780003,0.1088511511574803,46.0
21.0,0.9333851927499349,0.10931822636295023,46.0
22.0,0.9915787704261522,0.10453702912307118,46.0
23.0,0.9599793442174784,0.09513914938697311,46.0
24.0,0.9778717316592607,0.09280470402763338,46.0
25.0,0.9766847365065651,0.08887327332470121,46.0
26.0,1.1005538463886522,0.10379695694365157,46.0
27.0,1.0990880124695435,0.09818954821854672,45.99999999999999
28.0,1.248698266247283,0.11876183175845599,46.0
29.0,1.3442300984539561,0.1407831614972271,46.0
30.0,1.3685479250513044,0.13970402110961017,46.0
31.0,1.416423843412065,0.140468046481116,46.0
32.0,1.4315876913301524,0.14821956377796394,46.0
33.0,1.4474687921529135,0.15380815436040735,46.0
34.0,1.436111348702717,0.15518467029483787,46.0
35.0,1.4172671453268044,0.146580736981275,46.0
36.0,1.494921614983,0.1565549545327152,46.0
37.0,1.632546392834065,0.17036150083425863,46.0
38.0,1.7183060337004787,0.19716328335016203,46.0
39.0,1.7886152629502605,0.2130647898161987,46.0
40.0,1.8418798990427172,0.2171803292528998,46.0
41.0,1.8832373010896521,0.22697128992185608,46.0
42.0,1.9701076812444347,0.25700245700854285,46.0
43.0,2.0821734528237825,0.26521858389145353,46.0
44.0,2.098591693680326,0.2417780072458973,45.99999999999999
45.0,2.0651557096535,0.2443640077251651,46.0
46.0,2.206450058972934,0.24390305029846282,46.00000000000001
47.0,2.223118064895413,0.24359978926905826,46.0
48.0,2.3178482123737827,0.24858495749855056,46.0
49.0,2.3150837246238916,0.23265744884774603,46.0
50.0,2.249393240371152,0.2359080834219694,46.0
51.0,2.317701114536608,0.2603187549198116,46.00000000000001
52.0,2.385549635487283,0.2711994854400494,46.0
53.0,2.4112668769947825,0.2641276199401189,46.0
54.0,2.4723931137401087,0.26839571765583625,46.0
55.0,2.5542611284008263,0.27515913142627274,46.0
56.0,2.6633420498371523,0.2918241450873163,46.0
57.0,2.6680754348038263,0.293091874953342,46.0
58.0,2.6912471759900214,0.29225125005413893,46.0
59.0,2.788082071138891,0.2916430372764912,46.0
