time,MSRD,error,N
0.0,0.0,0.0,46.0
1.0,0.04616272868854349,0.0062956572868200725,46.0
2.0,0.08268918190641303,0.010220997676121337,46.0
3.0,0.12965286426519565,0.014930526336987575,46.0
4.0,0.16790995283689122,0.019626941641121425,46.0
5.0,0.25681999954260876,0.025812458354054504,46.0
6.0,0.3777381516455871,0.038898866424674314,46.0
7.0,0.42983375565754356,0.04775759893116034,46.0
8.0,0.5176965171639784,0.045827360450162224,46.0
9.0,0.6206957265805435,0.06783348271460311,46.0
10.0,0.6508060506758696,0.07022479378686772,46.0
11.0,0.7127461101337392,0.07044057219373649,46.0
12.0,0.7659634296588476,0.08426718941518475,46.0
13.0,0.7327604646431304,0.07892825441347172,46.0
14.0,0.8871602478660001,0.09910553214121673,46.0
15.0,1.0458882403465004,0.1277712665457664,46.0
16.0,1.1396739332237609,0.13736232037761784,46.0
17.0,1.2090649721417606,0.14850857322810504,46.0
18.0,1.2914116994922824,0.16040758947696596,46.0
19.0,1.343196264312848,0.17430239832844496,46.0
20.0,1.4096346968317612,0.17942443765853072,46.0
21.0,1.451229379425044,0.1929231237123957,46.0
22.0,1.473793156835783,0.17583794292286775,46.0
23.0,1.5130084833258253,0.15641441640861242,46.0
24.0,1.5411362019438255,0.1597442196572557,46.0
25.0,1.5629825482510868,0.18257024787883458,46.0
26.0,1.6535342156957615,0.19896222149132184,46.0
27.0,1.729865782807631,0.21175441117005483,46.0
28.0,1.8333728036383705,0.20792507361561433,46.0
29.0,1.8018011499999347,0.20329136251614613,46.0
30.0,2.0011844992125214,0.22821978269272952,46.0
31.0,2.0273345009272172,0.2284068966838592,46.0
32.0,1.988550247596065,0.21492614609412172,46.0
33.0,2.1102225094324347,0.22492110960897072,46.0
34.0,2.1891688017492172,0.22569697610432676,46.0
35.0,2.309762080551891,0.2325954702707418,46.0
36.0,2.406790727064044,0.2545971168156148,46.0
37.0,2.4772491056148693,0.2690017953452852,46.0
38.0,2.614479895808956,0.3053309570211833,46.0
39.0,2.6448711600565873,0.3091801074877051,46.0
40.0,2.678477267616913,0.31977366767904014,46.0
41.0,2.7931041045896956,0.3389703401273344,46.0
42.0,2.6018961125871525,0.33603089995502167,46.0
43.0,2.505325257201044,0.3238005122288267,46.0
44.0,2.470764251685392,0.31920751324380386,46.0
45.0,2.5043290657514135,0.31372743654845586,46.0
46.0,2.482772875467761,0.30396949675190243,46.0
47.0,2.637171138862609,0.3167702648905937,46.0
48.0,2.708696901398413,0.33157642111654045,46.0
49.0,2.75760462885587,0.3348190985135475,46.0
50.0,2.7322243438548917,0.3441465154683975,46.0
51.0,2.8730390457064345,0.36958673037535744,46.0
52.0,2.993555240970739,0.4130425441982678,46.0
53.0,2.922990472147325,0.40716348162129923,46.0
54.0,2.9307309646021964,0.40475246083481203,46.0
55.0,2.775787311100065,0.3745920944107688,46.0
56.0,2.882494780817522,0.3923505564037619,46.0
57.0,2.8891562195686733,0.4049207197317591,46.0
58.0,3.0987301305304125,0.4287850099174167,46.0
59.0,3.1824720794221517,0.4470883499627162,46.0
