time,MSRD,error,N
0.0,0.0,0.0,46.0
1.0,0.05769833407636958,0.007220551175373021,46.0
2.0,0.09662060117558698,0.011806770225116808,46.0
3.0,0.13181861954736956,0.014917829166386884,45.99999999999999
4.0,0.22327083787052182,0.0201708673411946,46.0
5.0,0.3360197149257826,0.032373806729847944,46.0
6.0,0.4162737052343694,0.043108519215467156,46.0
7.0,0.4913789872987389,0.04515383989429862,46.0
8.0,0.5870271032796739,0.05273799840261013,46.0
9.0,0.6118281768142826,0.04959444751342618,46.00000000000001
10.0,0.7402169190858043,0.06914571798177305,46.0
11.0,0.7253783190951303,0.07015412381695572,46.0
12.0,0.7550607897278697,0.07065743892109645,46.0
13.0,0.8239269442098044,0.08518091345374766,46.0
14.0,0.8948763659598479,0.08875262970892926,46.0
15.0,0.9619645967306305,0.10263372481042153,46.0
16.0,1.0695515671245435,0.1087521471097118,46.0
17.0,1.0762485356264346,0.10875184237252843,46.0
18.0,1.0975729144978696,0.10768270921434629,46.0
19.0,1.137788931749174,0.10661792197673997,46.0
20.0,1.1852286389982607,0.12134780721548279,46.0
21.0,1.2675200073620652,0.136079536766878,46.0
22.0,1.375209212333065,0.1427794475491437,46.0
23.0,1.3312468076073696,0.13702771667590585,46.0
24.0,1.432173935103435,0.14374953365382012,46.0
25.0,1.4775369760892607,0.14421589578718016,46.0
26.0,1.4899884062132391,0.15629729498132305,46.0
27.0,1.5240381635384999,0.1591717752043626,46.0
28.0,1.620718210248261,0.16223641716598794,46.0
29.0,1.7459332689341525,0.17945626774876433,46.0
30.0,1.792859336096001,0.1838072356205374,46.0
31.0,1.8000420439142828,0.20597143194553832,46.0
32.0,1.7980023214217828,0.21220419068753102,46.0
33.0,1.932279424226175,0.21383772716866856,46.0
34.0,1.9477817777861743,0.21205213929437342,46.0
35.0,2.0965945918461744,0.23593124444107266,46.0
36.0,2.1234973522885645,0.24422618219865955,46.0
37.0,2.057701578871826,0.2494642063890848,46.0
38.0,2.1696816400406074,0.27456358288580507,45.99999999999999
39.0,2.348281637594044,0.2851089741674348,46.0
40.0,2.326659134085196,0.2814950927030444,46.0
41.0,2.376967912393043,0.3019284796387074,46.00000000000001
42.0,2.567002318188304,0.3178649733148916,46.0
43.0,2.5692306319284133,0.3075525919456901,46.0
44.0,2.6049378499873264,0.3015512764342763,46.0
45.0,2.5896367413756094,0.3103577922294835,46.0
46.0,2.647520973335392,0.3245740426172207,46.0
47.0,2.6973392115220003,0.35060082746290916,46.0
48.0,2.7901307456978914,0.35497799014902065,46.0
49.0,2.863986831315565,0.3645096287982218,46.0
50.0,2.860687359636196,0.3554939051035764,46.0
51.0,2.9414843510180653,0.3572993976642523,46.0
52.0,3.026055312639848,0.35374319177750757,46.0
53.0,2.975850161636304,0.33611106048585265,46.0
54.0,2.986549243156326,0.3437224071325685,46.0
55.0,3.1482181526784565,0.3427433293400056,46.0
56.0,3.207809680687152,0.36728892783250683,46.0
57.0,3.279937636749217,0.3782091476908761,46.0
58.0,3.3144011619180005,0.38953051914856773,46.0
59.0,3.3400117957163915,0.39189896043692796,46.0
