distance,values,error
0.0,1.0,0.0005097148988279594
1.0,0.9999950673692176,0.00015101110400642792
2.0,0.9999927421218205,0.00010752317826762464
3.0,0.9999950979594031,0.00011974585569515402
4.0,0.9999658524547661,0.00015046933912118185
5.0,0.9998489786369047,0.000514709646439636
