distance,values,error
0.0,1.0,0.0005195644652860007
1.0,0.9999229078789266,0.00015392299719471853
2.0,0.9999273850182973,0.00010992579033431674
3.0,1.0000192436156519,0.00012184455053434014
4.0,1.000105478254377,0.00015358861492152445
5.0,1.000193305962515,0.0005164508887611738
