distance,values,error
0.0,1.0,0.11301799255548378
1.0,0.002977192427996838,0.04361117677810029
2.0,-0.003428722737860651,0.02730713216166698
3.0,0.002147948917601959,0.02446269983376034
4.0,0.0016552757750325003,0.031354494817225714
5.0,0.014015497096809446,0.062129312166997984
6.0,0.021765894265462014,0.14065768040254412
7.0,0.08546925509241515,0.12471211964397057
