time diff,values,error
0.0,1.0,0.013508942068465014
1.0,0.4965555738104923,0.01040422415492514
2.0,0.0009779418909528976,0.009504658238739697
3.0,0.0023023330898759185,0.009512317541950394
4.0,-0.0036022296310049147,0.00954900388978966
5.0,0.0005507241049385971,0.009515488504378646
6.0,-0.010575142859282039,0.009622202972129018
7.0,-0.019579041471822232,0.009777732401587639
8.0,-0.007958728334447707,0.009896926569987781
9.0,0.00259960258653565,0.009935143860181808
10.0,0.0024191745765054164,0.009621515503686262
11.0,-0.004379529929177193,0.009978393075933114
12.0,-0.0025282544736803044,0.010375277095556346
13.0,0.0023548133047845083,0.010176041035557956
14.0,0.004746119467377396,0.010327728408690687
15.0,-0.001786880517417633,0.010580724371675487
16.0,-0.018782005322588894,0.010703378815204754
17.0,-0.011493578051226597,0.010704739428895044
18.0,0.011620006328713526,0.010873738781045559
19.0,0.0025083327943786933,0.011049312565154004
20.0,-0.01372625280857181,0.011195092446762573
21.0,-0.006033127578896027,0.011911292021621615
22.0,0.0023991929707470184,0.012144688063525802
23.0,-0.00559238443534717,0.011711064174860147
24.0,-0.0141900389110323,0.01172540442998202
25.0,-0.009854681087081575,0.011978377026914535
26.0,-0.0041839669392249295,0.012400474607133345
27.0,-0.011254951568231234,0.012585722934875782
28.0,-0.014494254151778603,0.01279575822583409
29.0,-0.004828811264219959,0.01314694459011512
30.0,0.0031558718970185495,0.013159828674469862
31.0,0.003984942776936313,0.013234719110376724
32.0,0.003714593181868153,0.013590614658758451
33.0,-0.0012736718113863555,0.013920298075642669
34.0,-0.027505932865331612,0.014441188528453042
35.0,-0.042041342702076344,0.01423285879973018
36.0,-0.01427944635752504,0.015408279116672212
37.0,0.017724378309856036,0.01576127474324112
38.0,0.004743426591291674,0.015750543293511002
39.0,-0.021269025667988634,0.01594969381656484
40.0,-0.030097531857905622,0.01629396226425559
41.0,-0.027933195714491793,0.01705326076893906
42.0,-0.0003366972438494063,0.017751292724605443
43.0,0.012779451900640476,0.017914022838128343
44.0,0.006942719862937435,0.01865432278958547
45.0,0.009504130419314897,0.020493708062517376
46.0,0.003974911859763747,0.02025596695563297
47.0,-0.008962254005772071,0.020908364221709767
48.0,-0.04041456344144219,0.021305945685683485
49.0,-0.041244083133168574,0.023965139338539204
50.0,0.007963399312460326,0.024813504013684935
51.0,0.02678572181559343,0.027335376765531272
52.0,0.02241428692629094,0.027682082946650702
53.0,0.017068188381335364,0.029444362974865444
54.0,0.003072597958813367,0.0342704899189332
55.0,0.010941308115594073,0.037943608234456305
56.0,0.030614399980952868,0.04571900682052245
57.0,0.039796596174237246,0.05487732897525909
58.0,0.032690827623798824,0.08222611524167067
59.0,0.011456087677484666,0.14809872232078816
