time diff,values,error
0.0,1.0,0.013660350806923386
1.0,0.496448366739634,0.010662828301807783
2.0,-0.012134674521058693,0.009451516562112787
3.0,-0.008922663984627386,0.009305321561132326
4.0,0.004390354949898131,0.009597653116151593
5.0,0.004352187577484873,0.009543165325306852
6.0,0.0025851029376821157,0.00977119786118773
7.0,0.0013114306158128332,0.010058309187535272
8.0,-0.009671108776189243,0.010071049244575954
9.0,-0.013161020820287214,0.010119760210061734
10.0,-0.013269780834882621,0.010223898786051816
11.0,-0.009062871061166511,0.010459437461438405
12.0,0.007327907810841527,0.010248573594420511
13.0,0.016277847003294876,0.010354668612489544
14.0,0.01212208142268675,0.01070639603039127
15.0,0.0034858767227382383,0.010820205016393206
16.0,-0.015326308246783365,0.01092400882901153
17.0,-0.022959457231763708,0.010870179599933362
18.0,0.0047331189896999935,0.01097207700189774
19.0,0.03346546666385281,0.011616679617189669
20.0,0.037564257485544324,0.011186302505690714
21.0,0.008613666224269546,0.011343480321277249
22.0,-0.01520982107598553,0.011631139110196273
23.0,-0.008995470660040259,0.011508379114752325
24.0,-0.010561813951645845,0.01144521234729953
25.0,-0.024410840896566293,0.01177674856294157
26.0,-0.02952010603660895,0.012182434858564899
27.0,-0.01362724815031784,0.012414684018235936
28.0,0.0019869866581097785,0.012157762175403172
29.0,0.02505782585225449,0.012391909549223423
30.0,0.03901290750391643,0.012743123076381344
31.0,0.019365612466645483,0.01354213382850996
32.0,0.001107359662488841,0.013899276759189146
33.0,-0.00980674864655235,0.013626438221627719
34.0,-0.0201429882542012,0.013828391848039981
35.0,-0.02013311357455141,0.01457794329676775
36.0,0.0046751678694891005,0.015096736562546656
37.0,0.026061208302566145,0.01467740119204328
38.0,0.013713673918232673,0.015224556876530584
39.0,-0.003095100461030192,0.01602043670396741
40.0,-0.0074251821757609325,0.016598982780027083
41.0,-0.013631965535940881,0.01728891368263043
42.0,-0.023600438581728753,0.01878321051254615
43.0,-0.009711622665219232,0.018404555131177003
44.0,0.0034086569232369625,0.018805388015633407
45.0,-0.01905146607644165,0.01864553243403391
46.0,-0.02269945767166432,0.018818664928767912
47.0,0.010412478062688494,0.020170229595352827
48.0,0.02054177006436955,0.022819233137220923
49.0,0.02811511062418946,0.024355183662796927
50.0,0.062454190035559055,0.023829902885976452
51.0,0.06630255514470526,0.02489996325502771
52.0,0.008241849335060163,0.027272714909200416
53.0,-0.025298658710860983,0.02732994796324101
54.0,0.017037311483750373,0.032000834052943794
55.0,0.020080952127377646,0.035697928431032255
56.0,-0.031328520612925265,0.040445347167045724
57.0,-0.11650271182273118,0.046643289140699255
58.0,-0.14425621972417685,0.07062316235462185
59.0,-0.053954021096154506,0.15171675807071283
