time diff,values,error
0.0,1.0,0.01382179737402021
1.0,0.5013537568845368,0.010325166710675732
2.0,0.0037264348040581476,0.009377634246074922
3.0,0.008552340304942218,0.009320695508177991
4.0,0.007235018111022181,0.009731786398373117
5.0,-0.003911111275630219,0.009786371931184852
6.0,-0.008267102766987847,0.009828081943032242
7.0,-0.0013670986852974004,0.009915021399141985
8.0,-0.0007933182670148329,0.009933459540167134
9.0,4.119536388576908e-05,0.010051425991417846
10.0,0.012577522950295027,0.010054963509152137
11.0,0.021222293674656167,0.010075129167762695
12.0,0.00612386983607842,0.010333988972491482
13.0,-0.012680874629163695,0.010306437684882246
14.0,-0.02310265426400715,0.010625178161856293
15.0,-0.019269372657122898,0.010552565258261998
16.0,0.006864198952661929,0.010809533558217248
17.0,0.011538174589248622,0.01079472290788007
18.0,0.002904723925802491,0.011175657176819327
19.0,0.0072332769317377905,0.011064593589775823
20.0,-0.00018375291184465582,0.011143499326901994
21.0,-0.005877181888366678,0.011284758515031348
22.0,0.004962791582170259,0.011603053732128
23.0,0.009236076535979179,0.011556937816263685
24.0,0.002482832416321346,0.011993926824890309
25.0,0.004676975592482285,0.012024535146472337
26.0,0.009419070277598458,0.012635888194775662
27.0,0.004728209557820748,0.012807813954360401
28.0,0.0014068198459212407,0.012677927229151611
29.0,-0.0028427891157729213,0.012951912690422687
30.0,-0.0013272871789764115,0.012999881981488095
31.0,0.016616185270530576,0.01288833877116965
32.0,0.026375339392507566,0.013245710383575877
33.0,0.0102172647041879,0.01410760245661223
34.0,-0.00935492780483671,0.014498527792946055
35.0,-0.02723202437171639,0.014571849642725414
36.0,-0.030574245662549307,0.015279521591760381
37.0,-0.018749352588930294,0.015649737901928553
38.0,-0.01743733793290323,0.015584301404960659
39.0,-0.024736746406269283,0.01629487168435997
40.0,-0.02345208095852183,0.01736425378647582
41.0,-0.032378201947948784,0.016616637935278226
42.0,-0.043700777791763346,0.0168179686257417
43.0,-0.011439566161122992,0.017141044032562655
44.0,0.020580913237887473,0.018691431799242528
45.0,0.016884817613676956,0.0183528624334745
46.0,-0.003172091443985165,0.01903446840623779
47.0,-0.015236671691449101,0.01945813956789104
48.0,-0.007910080818781137,0.02058704873918214
49.0,-0.014530305951559023,0.021106053400442176
50.0,-0.0019735043489150354,0.023009611500761796
51.0,0.020703812976096612,0.025293275690106646
52.0,-0.023806099690289583,0.02672091569032068
53.0,-0.04372798939252017,0.028289770192322712
54.0,0.009634578915663515,0.030743567924378837
55.0,0.03554750871071154,0.03309745212752055
56.0,-0.007360430557426396,0.036736552020290254
57.0,-0.04345484863579985,0.04697798547506499
58.0,-0.12469969634497027,0.06126313866918163
59.0,-0.27616377342618265,0.13639682487360116
