time diff,values,error
0.0,1.0,0.013867703367275008
1.0,0.5081592357249481,0.010407989339040604
2.0,0.022857905986757916,0.009077803122190637
3.0,0.024935990504098247,0.00926256451388378
4.0,0.014092934517088042,0.009476363521695319
5.0,0.0004271014209683063,0.00948770119430812
6.0,-0.0001971550109181737,0.009759424455801875
7.0,0.004876900933872033,0.009963404179192408
8.0,-0.0044569111308828315,0.009772598336545155
9.0,-0.009165058519357972,0.01008013045137076
10.0,-0.006604111734899745,0.01004413747252142
11.0,-0.004231959998623774,0.010100144521667432
12.0,0.004636855234878569,0.01009904534543947
13.0,0.0027779899215293266,0.010310051610871701
14.0,-0.005370846803031763,0.010662854340772378
15.0,-0.011721247398227372,0.010543911037602634
16.0,-0.005324554453550615,0.01075129549513638
17.0,0.007902521708904906,0.011106691906743207
18.0,0.008200849427572014,0.010777098633124807
19.0,-0.0006102919800039329,0.010741021333029632
20.0,-0.004010751778016921,0.010998275916652003
21.0,-0.008037420330385016,0.011370681886932169
22.0,-0.030474345626144306,0.011453471165722725
23.0,-0.04572080436877906,0.011860157125156869
24.0,-0.027790877793104487,0.011947528257551233
25.0,0.005264529102622653,0.011885997466040884
26.0,0.01166420496464858,0.01230884380536618
27.0,0.0073022872675707435,0.012771542046257639
28.0,0.017789715523416377,0.012708922870227827
29.0,0.017527498665004384,0.013293437962468752
30.0,-0.002646347275838414,0.013696023759315562
31.0,-0.013352336142300362,0.013211151054056493
32.0,0.003474090991094332,0.013239828278755025
33.0,0.009510866438621148,0.013869972508171556
34.0,-0.012685396751882695,0.014506725381244858
35.0,-0.029575453051564088,0.014408766320918108
36.0,-0.024341942817477164,0.014805609287589536
37.0,-0.0015608427192696018,0.015028200131494156
38.0,0.014629316075901235,0.01536694565572382
39.0,0.01932911078936142,0.01558638902061468
40.0,0.033518444041983175,0.015651214202769066
41.0,0.04110742495079042,0.015806282304292152
42.0,0.02466760307793667,0.017320609093635184
43.0,0.004269639937834126,0.017495435147592175
44.0,-0.006492571386746428,0.0181589440075261
45.0,0.01234524463574102,0.019047760560153382
46.0,0.02896098707896634,0.02031633623339469
47.0,0.01574155288291084,0.020267051967543963
48.0,0.009492688624294428,0.02165651538903648
49.0,-0.010876004394083105,0.02281568127852954
50.0,-0.022024551608515498,0.024024297833424225
51.0,-0.007538848831039569,0.027853960638000136
52.0,-0.01731408346687995,0.02818923446217944
53.0,-0.022673397671976764,0.029604979147975607
54.0,0.004016614567393468,0.03274357205842925
55.0,-0.0463328333928988,0.033852827149568936
56.0,-0.11999260165656653,0.037937265630334886
57.0,-0.003681929161720418,0.047657698271012995
58.0,0.165135288616999,0.07264207069120993
59.0,0.2080770878215169,0.1500706376246885
