distance,values,error
0.0,1.0,0.10985987332940178
1.0,-0.028145251220164574,0.04429910897047724
2.0,-0.013505661743716956,0.027422922811649715
3.0,-0.015424234525893728,0.024993685716279027
4.0,-0.02015211347280314,0.03068527555876598
5.0,-0.020136043298979858,0.0558930361777329
6.0,-0.026457379067265425,0.13225353524057093
7.0,-0.0664814541529527,0.21873319862401833
8.0,-0.33567024333991274,0.12988277761300124
