distance,values,error
0.0,1.0,0.0846083847781228
1.0,-0.01859631212290345,0.029879683989229848
2.0,-0.014717966611191347,0.021395959634270715
3.0,-0.015917984916547227,0.024333247331741366
4.0,-0.015983606482717155,0.03118272027943531
5.0,-0.007772315956453476,0.10355037754928548
