distance,values,error
0.0,1.0,0.08539624807514888
1.0,-0.014291035656103278,0.030260233772642916
2.0,-0.013832507724887881,0.021540997307312296
3.0,-0.019854318585587376,0.023980299268751996
4.0,-0.01674443521529283,0.03055268452012588
5.0,0.004354356831988661,0.10152167275813619
