time diff,values,error
0.0,1.0,6.716337019541488e-05
1.0,1.0000014397820747,5.840508134310068e-05
2.0,1.0000004847953186,4.81084626812418e-05
3.0,0.9999932737546684,4.835863216612847e-05
4.0,0.999981312810243,4.851256037543007e-05
5.0,0.9999847239424742,4.89720228044875e-05
6.0,0.9999905326874898,4.920017317683637e-05
7.0,0.9999954544261667,4.9183879425063594e-05
8.0,1.0000024892356192,4.984480711498124e-05
9.0,1.000006006168295,5.060768622907871e-05
10.0,1.0000128299470286,5.129575269550121e-05
11.0,1.000017702004036,5.20746432535728e-05
12.0,1.0000184519281374,5.274213188685712e-05
13.0,1.000019079175168,5.377206555462813e-05
14.0,1.0000165796836729,5.5378233878226814e-05
15.0,1.0000070631893851,5.606329232232807e-05
16.0,0.9999997026781021,5.5698331669715626e-05
17.0,1.0000015890715028,5.5691687988119666e-05
18.0,1.0000011157211186,5.618592353074671e-05
19.0,0.9999990348269769,5.7035399760168875e-05
20.0,1.000005683148707,5.8348064775405225e-05
21.0,1.0000175430250655,5.933194514914356e-05
22.0,1.0000167802807272,5.954693748744035e-05
23.0,1.0000123565108372,6.048592973685829e-05
24.0,1.0000087673566422,6.302106317091569e-05
25.0,0.9999997952027815,6.399388136966843e-05
26.0,0.9999968445771217,6.25919918717077e-05
27.0,0.9999942913159888,6.27497961202305e-05
28.0,0.9999962336724707,6.470728503052825e-05
29.0,0.9999930998218297,6.647625615775349e-05
30.0,0.9999875491665844,6.76279795188216e-05
31.0,0.9999815034172148,6.954922864936925e-05
32.0,0.9999774294950583,7.215660374966805e-05
33.0,0.9999787541740411,7.227963745754998e-05
34.0,0.9999746922127317,7.132474052431773e-05
35.0,0.9999705778372264,7.184361496072635e-05
36.0,0.999955982875129,7.31097389340757e-05
37.0,0.9999471176918171,7.480181404201985e-05
38.0,0.9999367379631511,7.806147146736741e-05
39.0,0.9999319084486304,8.230497216664595e-05
40.0,0.9999508877817015,8.4733604357949e-05
41.0,0.9999620685835243,8.545085875192241e-05
42.0,0.9999551669163004,8.720948056477572e-05
43.0,0.9999509858538705,9.047751623672167e-05
44.0,0.9999531283348374,9.352731381942813e-05
45.0,0.9999289248172198,9.606845247698285e-05
46.0,0.999892604829703,9.928872052200983e-05
47.0,0.9998729576277119,0.00010298464494782266
48.0,0.9998625572173987,0.00010630797429428827
49.0,0.9998522123085437,0.00011492684608404575
50.0,0.9998599006122842,0.00012456564532381122
51.0,0.9998810975304389,0.00013128874319266257
52.0,0.9998879030849025,0.00013650780740731783
53.0,0.9999249539481148,0.00014063795081628895
54.0,0.9999589395892301,0.00015088545136934657
55.0,1.0000165505118461,0.00017152128353173837
56.0,1.0000714771512644,0.00019950864135375948
57.0,0.999876285679176,0.0002446973324776454
58.0,0.999609475109862,0.00032524089679610073
59.0,0.9995311878579493,0.0005244549588377818
