time diff,values,error
0.0,1.0,6.718328997981774e-05
1.0,0.9999862292897002,5.8227824144353765e-05
2.0,0.9999734453878066,4.749276206094747e-05
3.0,0.9999695465459799,4.800788657731662e-05
4.0,0.9999624627998653,4.866582744931065e-05
5.0,0.9999513930308169,4.8768717583934e-05
6.0,0.9999423996908806,4.944743982421203e-05
7.0,0.9999382264875607,5.0748173728271714e-05
8.0,0.9999384487597414,5.160271504912478e-05
9.0,0.9999293636043592,5.2058513820000364e-05
10.0,0.999917042059768,5.197646025658312e-05
11.0,0.999916715516067,5.177020536165262e-05
12.0,0.9999214644655713,5.215979219806373e-05
13.0,0.9999185639985498,5.330646378220214e-05
14.0,0.9999229266940726,5.398539337443517e-05
15.0,0.9999352063212021,5.421662586846849e-05
16.0,0.9999352628245903,5.5656148246514305e-05
17.0,0.9999324438892467,5.676742391719232e-05
18.0,0.9999342322280113,5.705604552106922e-05
19.0,0.9999376701555629,5.729181989538683e-05
20.0,0.9999470557945473,5.772163767934411e-05
21.0,0.9999521656457137,5.9006353620259686e-05
22.0,0.9999556771902463,5.982808497522009e-05
23.0,0.9999707890493736,5.9960957202608864e-05
24.0,0.9999860552507531,6.039644749906248e-05
25.0,0.9999877616056158,6.146038214601767e-05
26.0,0.9999896656033287,6.293647530648332e-05
27.0,1.0000021538036916,6.370800254094313e-05
28.0,1.0000057659145465,6.467963601182836e-05
29.0,0.9999933141441679,6.552857867180302e-05
30.0,0.999986764650936,6.689034757450105e-05
31.0,0.9999798722237037,6.884076774944242e-05
32.0,0.9999652051220733,7.007713244637123e-05
33.0,0.9999681192161878,7.147209430869044e-05
34.0,0.9999832170242782,7.267576750326318e-05
35.0,0.9999854395199892,7.3706253237333e-05
36.0,0.999987870586609,7.526447983731253e-05
37.0,1.0000130968342797,7.782802068161578e-05
38.0,1.0000415125885622,7.919598045798363e-05
39.0,1.0000518966284127,7.956102383749192e-05
40.0,1.0000670233612168,8.280362414637677e-05
41.0,1.0000939499633847,8.668645091060951e-05
42.0,1.0001110421760915,8.877791198738408e-05
43.0,1.0001260293509542,9.158081661038156e-05
44.0,1.00012970405601,9.41521037909868e-05
45.0,1.0001419454674243,9.776681192994908e-05
46.0,1.0001968877456624,0.0001026763256887801
47.0,1.0002337989687244,0.00010808984483066939
48.0,1.0002490107816795,0.00011410638836342525
49.0,1.0003010508019443,0.00011872043994970129
50.0,1.000338739302794,0.00012379924855983153
51.0,1.0003154905470912,0.00012907977213938714
52.0,1.0003031078078364,0.00013484997217833546
53.0,1.0003554499789402,0.00014649162359705827
54.0,1.0003865844987214,0.00016162036313924314
55.0,1.0003770353893022,0.0001764377307513272
56.0,1.0003295559358867,0.0001969633108754954
57.0,1.0003174686505025,0.00023635994564948087
58.0,1.0003809085880673,0.00030071847533350883
59.0,1.000419738301803,0.00048088952569382004
