time diff,values,error
0.0,1.0,6.785905424369813e-05
1.0,0.999992745822241,5.915711710570155e-05
2.0,0.9999885025552587,4.833753336131372e-05
3.0,0.999991274649191,4.801158092723822e-05
4.0,0.9999936128230861,4.8547992376487126e-05
5.0,0.9999906703621422,4.9945780242831184e-05
6.0,0.999978474419913,5.061774247120052e-05
7.0,0.9999774293057136,5.0942573990343334e-05
8.0,0.9999827211596036,5.166402302815952e-05
9.0,0.9999865018017546,5.2147892248078516e-05
10.0,0.9999960217191465,5.252932802789162e-05
11.0,1.0000054672858485,5.2898142067534305e-05
12.0,1.0000143957836103,5.2954002816433984e-05
13.0,1.0000219314756107,5.324510172632284e-05
14.0,1.0000271188319183,5.3547407753217436e-05
15.0,1.000035328823139,5.408944532727503e-05
16.0,1.00004079225265,5.5776421854824133e-05
17.0,1.0000379911060666,5.7184089761997e-05
18.0,1.0000288965167974,5.7205362939039715e-05
19.0,1.0000206934601636,5.714309734143327e-05
20.0,1.000024927339504,5.7941961906388254e-05
21.0,1.0000273190221929,5.969774511377647e-05
22.0,1.0000276134433341,6.131108240146561e-05
23.0,1.0000305001566134,6.176564263930198e-05
24.0,1.000021936053183,6.243092394569655e-05
25.0,1.0000102703944214,6.329235958021438e-05
26.0,1.0000110556616102,6.422830998137581e-05
27.0,1.0000173561074737,6.59991361264537e-05
28.0,1.0000139073322791,6.614145902117704e-05
29.0,1.000000925534316,6.589448914072296e-05
30.0,0.9999870263912807,6.737836310553818e-05
31.0,0.9999726703331926,6.958103723667592e-05
32.0,0.9999570596326408,7.051752267717466e-05
33.0,0.9999500884582085,6.999689450178595e-05
34.0,0.9999555546591393,7.09234854226147e-05
35.0,0.9999546802587291,7.30908361645858e-05
36.0,0.9999348884361621,7.644336413603407e-05
37.0,0.9999176993969499,7.959337644313114e-05
38.0,0.9999178171889613,8.063638176916944e-05
39.0,0.9999123175648302,8.06670696992538e-05
40.0,0.9999108308259202,8.277824642699251e-05
41.0,0.9999143783247789,8.63263625685145e-05
42.0,0.9998896407879684,8.799962233136526e-05
43.0,0.9998582658453543,8.960493120248261e-05
44.0,0.9998390581024373,9.289599618359191e-05
45.0,0.9998420746141361,9.653772618526119e-05
46.0,0.9998554683059322,0.0001027028021216462
47.0,0.9998609002504724,0.0001091690072067671
48.0,0.9998775242242054,0.00011329169841936578
49.0,0.9999056304396695,0.00011706418915380216
50.0,0.9999432715601609,0.00012007661598552112
51.0,0.9999902600614498,0.00012534442186356432
52.0,1.0000145437818302,0.00013256417378723636
53.0,1.0000602198636148,0.00014110683436923787
54.0,1.0000659708202528,0.00015563017724559575
55.0,0.9999477199270952,0.00016441305488792575
56.0,0.9998921756035426,0.00017712546066774032
57.0,0.9999026980024478,0.00020475763520015668
58.0,0.9999450694341844,0.00024178381674238724
59.0,1.0000375200777354,0.00037652342968718056
